Temperature,pH,Heavy Metals,Oil/Grease,Sulfur/Sulfite,Nitrate/Nitrogen,Phenol,Total Phosphate,Cyanide,Total Organic Carbon,Dissolved Oxygen,Fluoride,Agricultural Pesticides,Mutation (%)
17.565794,6.877223,0.000216,5.756101,14.825087,29.314981,0.168475,0.094641,0.002169,10.663194,5.676775,1.263621,0.029928,62.856936
14.217929,8.886944,0.000188,8.853664,10.052610,8.878021,0.322417,0.060346,0.084786,0.277407,13.851002,4.111815,0.034117,34.161526
16.028677,7.563473,0.007260,0.529946,13.612679,35.189237,0.082553,0.057121,0.032924,7.073329,2.624486,2.736054,0.045379,56.860913
16.710597,8.867568,0.008301,2.089942,12.659426,8.408339,0.435525,0.003826,0.058802,6.501632,13.127244,1.222747,0.003204,32.241231
25.092730,8.909054,0.009939,7.411841,19.665187,18.296025,0.342730,0.071029,0.002306,16.842493,1.140268,2.414827,0.007658,61.846513
14.942503,8.836375,0.005387,6.916505,8.829646,4.763426,0.355065,0.065814,0.012949,1.462762,6.021703,4.472316,0.021792,22.653968
11.431324,7.333187,0.006142,1.834906,19.621106,16.306304,0.481111,0.016000,0.091787,2.334401,7.546681,1.058147,0.011085,43.711687
27.295380,8.593571,0.002216,1.178023,17.879427,2.259885,0.182663,0.055840,0.033850,10.036351,2.033465,2.101007,0.044863,27.218569
8.113939,8.555730,0.006025,6.043219,3.880390,20.095971,0.099740,0.054523,0.008343,19.447925,11.264986,3.350029,0.030116,48.472152
22.942236,6.906949,0.003040,4.195283,14.756444,0.618218,0.364350,0.088130,0.024210,7.065453,8.381116,4.468478,0.035031,26.534894
9.315448,6.729428,0.006534,4.770651,18.495716,4.793571,0.035781,0.014662,0.080687,12.334058,6.572870,3.156870,0.026643,38.181542
11.903432,6.792032,0.003659,1.624149,15.976170,41.526858,0.136228,0.025566,0.020045,12.712591,3.863492,3.117898,0.002606,73.192017
26.952479,7.370189,0.003623,6.426688,11.388049,34.909705,0.186607,0.091169,0.036921,19.500978,2.440049,1.716797,0.032800,71.615031
19.561509,7.165748,0.008285,2.861662,1.226670,7.964957,0.054905,0.044801,0.014702,2.902107,2.976073,1.612854,0.022143,10.697961
14.578307,8.887319,0.002521,6.751104,12.284798,1.947456,0.249300,0.040201,0.019930,14.330774,1.875672,2.021362,0.012870,30.898254
15.363926,8.379206,0.007197,7.739827,14.855030,15.138165,0.237460,0.087947,0.080450,5.966252,4.919796,2.288534,0.040829,45.868442
18.377575,7.344110,0.009481,8.503819,6.139655,27.751216,0.273014,0.068785,0.067810,4.028675,4.627164,1.662872,0.020590,49.652949
27.271290,8.161306,0.008881,1.205504,19.131164,39.931578,0.074465,0.089374,0.055920,3.456228,3.663351,3.422255,0.016993,67.318784
16.921602,7.498960,0.005009,8.459937,15.252991,35.787349,0.296405,0.051398,0.054834,4.436649,3.053878,2.570307,0.008885,69.551527
9.250206,7.838139,0.008270,4.578358,17.041718,30.720386,0.035939,0.094108,0.037942,8.638807,13.704008,2.320344,0.038267,67.145943
29.786708,7.005397,0.007000,2.969005,15.125129,13.558673,0.161403,0.004419,0.027614,4.571901,2.511706,4.138352,0.000728,35.074842
9.375306,6.686217,0.009489,1.421714,5.042593,4.689068,0.240992,0.016873,0.099850,0.307325,12.439088,2.363178,0.045767,12.468912
15.771797,7.223169,0.002138,6.446378,16.835332,44.423617,0.295495,0.090539,0.048243,17.011911,7.055837,3.111517,0.016975,89.576378
27.726792,7.134003,0.008991,4.700811,14.196123,9.360147,0.046934,0.009487,0.014946,12.651002,0.603652,3.074444,0.006348,37.058474
15.251841,8.646242,0.007803,9.807001,18.410504,0.391069,0.366274,0.091470,0.019452,19.779734,11.838590,3.784782,0.007137,49.265865
27.803132,7.340907,0.002295,3.852684,16.729425,49.358762,0.438064,0.001725,0.008335,2.638907,4.580394,2.859341,0.002751,80.218961
11.586837,6.885034,0.003777,2.325706,16.921501,8.320521,0.499465,0.074295,0.080408,17.010901,3.220761,2.130822,0.004761,40.984484
28.048299,6.606761,0.007871,4.231137,9.114213,25.993058,0.133719,0.087962,0.042476,7.351850,3.138713,0.121964,0.003508,46.854512
25.656181,6.939885,0.003877,8.400170,12.271196,47.036645,0.487271,0.019867,0.060366,1.928661,13.573734,4.101040,0.012632,82.475186
5.110115,7.896086,0.007405,8.364437,2.809491,3.300083,0.260968,0.094394,0.029769,10.603615,5.046827,0.565150,0.024027,22.375516
24.221703,8.641790,0.009244,9.013160,7.841539,16.521480,0.223077,0.096740,0.085415,16.078958,3.222476,2.604868,0.008737,47.558750
17.124611,8.706631,0.005382,0.784508,19.846086,38.251816,0.347835,0.015023,0.039864,19.900862,0.878234,3.695268,0.024398,78.027539
27.003533,7.011857,0.003703,2.578799,16.366019,46.920721,0.420675,0.060974,0.020430,2.619617,5.178792,1.718469,0.011600,75.090350
27.322028,6.936873,0.004090,8.422290,9.592194,24.759124,0.414712,0.034882,0.021147,10.473338,13.692990,0.192734,0.024668,59.633241
19.766804,7.308788,0.002541,0.319457,17.617776,38.444875,0.396315,0.067655,0.075051,11.866829,0.985826,4.755503,0.007695,69.334427
28.927668,7.942474,0.003404,0.604165,9.268631,21.811965,0.135378,0.077390,0.055498,5.042315,3.156056,1.940602,0.026977,35.470029
21.214683,6.541294,0.008054,2.644086,11.847204,13.105155,0.489043,0.075132,0.044867,18.692523,1.037890,0.841487,0.047138,42.386839
5.766977,7.097142,0.003008,8.502808,7.386903,12.372507,0.298751,0.045885,0.023001,1.698398,10.759437,3.068202,0.028530,34.165305
19.552238,6.597048,0.000338,1.639903,1.778297,33.429526,0.007759,0.021578,0.041022,12.355449,12.149889,2.358364,0.008393,50.017260
29.213425,6.996071,0.002123,2.529347,8.413233,11.879543,0.182240,0.081437,0.052930,3.963301,10.614118,1.123869,0.027090,28.205739
11.391208,7.223651,0.000276,6.947438,3.759695,32.306399,0.347701,0.035129,0.080250,10.286130,8.622405,1.725810,0.000570,56.870457
26.817560,7.761259,0.003578,6.255937,6.387093,23.980808,0.191547,0.016759,0.077342,16.630800,11.595959,2.485305,0.018635,54.696917
17.806972,8.374871,0.000703,2.447948,9.515967,42.071894,0.090863,0.044709,0.070423,14.453200,13.286851,3.086164,0.045603,72.805998
23.795683,8.856273,0.002912,7.255728,19.645911,2.357845,0.340902,0.053494,0.058545,16.568737,5.711340,1.792901,0.003996,44.098772
8.211597,8.456180,0.001527,2.260459,8.712622,13.539718,0.003320,0.099609,0.062887,3.983592,12.345311,4.560594,0.000080,29.763473
25.774281,8.224802,0.009252,0.343397,19.541197,31.551011,0.085187,0.024435,0.036490,5.861753,12.312027,2.888505,0.034997,62.302226
29.669189,6.592140,0.002571,4.825338,17.005278,47.830954,0.354886,0.071024,0.045260,2.973066,12.166113,4.189450,0.026980,83.344333
14.356645,7.349446,0.006828,5.973143,18.425378,35.893354,0.420359,0.041661,0.081208,8.065660,2.881003,1.264419,0.031941,73.116276
20.336728,6.887854,0.004053,9.523700,17.370924,4.116659,0.047516,0.096555,0.050563,6.219415,1.802359,1.118569,0.045942,36.688061
5.356896,8.231169,0.002194,4.619489,15.733813,45.773886,0.026405,0.083547,0.018706,7.378624,9.276833,4.231214,0.021139,79.793714
23.468185,7.785609,0.000732,0.154872,6.242917,13.908731,0.156742,0.050052,0.057573,6.910170,10.337943,0.307097,0.023764,26.495875
16.231989,7.222593,0.001398,6.207989,19.084693,48.400762,0.112404,0.044946,0.014127,14.505131,3.884101,1.723386,0.025490,92.418009
6.582742,8.743213,0.002213,0.443860,1.354357,47.486932,0.131097,0.090523,0.004172,10.988035,7.117610,2.691050,0.026967,61.241302
16.361714,7.071716,0.008092,2.666685,1.166270,18.863189,0.030608,0.091462,0.081978,16.262142,2.145138,3.346026,0.012016,32.849114
5.613724,8.620851,0.004347,7.742378,8.672568,35.857988,0.315765,0.027870,0.055501,15.249791,11.413283,4.499830,0.035978,72.539402
15.202768,8.408645,0.007269,3.378277,16.923052,40.136271,0.437794,0.093828,0.069037,19.704663,0.884365,2.277260,0.048698,80.782549
20.395200,8.555488,0.002475,6.908146,6.561709,21.323496,0.107728,0.021546,0.027281,17.073393,12.076655,0.568295,0.019029,52.600481
21.052414,7.426224,0.007472,4.013089,14.027864,22.389260,0.032640,0.057741,0.094498,7.741363,9.088762,0.401403,0.033479,50.355643
19.192738,7.775699,0.004373,9.778435,5.706370,40.059306,0.367427,0.077551,0.023960,6.654435,9.142469,1.777642,0.017374,69.784539
14.990841,7.534317,0.001792,0.534550,10.619237,41.254443,0.294208,0.066073,0.072473,14.494061,0.714456,2.097692,0.024713,66.469966
7.819379,6.983025,0.009137,5.547737,15.704071,47.606249,0.450614,0.083029,0.056414,7.081267,6.650679,0.490733,0.024271,83.553862
15.726525,7.436717,0.000948,8.790682,18.784321,26.201486,0.350754,0.083978,0.097956,3.348178,5.934243,0.916170,0.015003,63.211191
19.182524,8.519846,0.007458,9.579268,16.265552,48.496857,0.431704,0.066291,0.004189,7.160653,6.142319,1.932067,0.049310,90.646474
18.662614,8.417710,0.002390,6.414723,10.826849,18.849895,0.055823,0.094850,0.071993,6.961181,7.547677,2.100386,0.026250,44.463585
28.904046,8.885845,0.009499,6.861498,1.428220,13.412748,0.259242,0.049288,0.072341,3.724573,7.794831,1.914286,0.040026,26.524465
15.171330,8.547733,0.007605,3.238253,10.622861,34.493348,0.451552,0.090367,0.053441,10.683776,4.995518,2.657770,0.039012,61.489098
25.382306,8.559866,0.001357,8.158324,17.276176,38.706838,0.021304,0.087869,0.073843,1.612055,12.185076,0.807203,0.017397,75.484414
17.888994,8.261353,0.000938,2.310941,17.426224,34.175526,0.185809,0.070141,0.009684,15.570785,2.588030,0.957571,0.046510,69.019670
22.066275,6.790652,0.008262,2.875897,10.771144,25.423214,0.273834,0.082581,0.006898,6.632468,3.267892,0.623495,0.024101,46.228193
6.530963,8.149875,0.004588,1.856081,4.399527,8.646478,0.458296,0.024597,0.023803,5.581681,5.684806,2.986019,0.000385,18.514587
13.291418,8.368313,0.001270,3.119526,2.207605,8.698094,0.255815,0.035398,0.037499,4.157360,11.259111,1.602581,0.047330,18.769583
6.111526,7.861285,0.007661,2.897634,6.786507,9.156118,0.466183,0.053673,0.042146,10.996750,9.991854,4.965439,0.014566,29.176432
10.939290,7.373351,0.001389,6.138775,4.781603,28.731613,0.188582,0.070581,0.094912,8.872678,9.657698,0.627035,0.040551,51.626902
17.659022,8.614452,0.008265,8.538184,12.262222,19.735538,0.364346,0.036078,0.052978,2.750595,4.403595,4.758439,0.009328,46.943144
22.048371,7.191804,0.004943,2.957995,3.718080,41.652077,0.234172,0.077253,0.006528,12.626625,4.897631,4.674739,0.039872,61.812250
11.385097,7.753964,0.006433,7.498098,14.790675,19.536158,0.216597,0.053861,0.076149,19.621662,13.985922,1.313471,0.017341,64.491395
19.093386,7.024697,0.001629,6.258371,14.498905,5.351357,0.478625,0.049527,0.020613,9.271668,1.486230,0.851256,0.036262,34.041079
17.884717,7.244817,0.004657,1.229674,9.088990,36.090527,0.351147,0.031084,0.083391,15.842832,12.460496,4.275509,0.006773,65.472313
11.490505,8.270690,0.001888,6.276325,5.351738,47.328332,0.301942,0.025572,0.074095,9.784275,6.579215,1.639702,0.040022,73.511391
19.890924,8.644883,0.001756,4.289824,16.993519,19.600360,0.150382,0.076064,0.078007,10.216891,3.381671,2.827363,0.002077,50.900245
9.214913,7.644837,0.007544,5.008527,4.428950,46.187018,0.148536,0.039193,0.085042,17.347520,9.078619,2.731892,0.020613,75.476472
25.354684,6.992635,0.007276,1.706526,15.515989,40.096641,0.232198,0.036143,0.026664,7.196526,8.470644,3.157775,0.029849,69.239827
10.277990,8.058395,0.006786,7.124619,16.426973,15.875050,0.078623,0.001379,0.049069,15.383456,7.507715,2.100879,0.032846,54.605852
6.145793,7.245939,0.007197,5.491140,9.256036,2.411101,0.085622,0.077485,0.058381,3.261131,8.456163,2.375502,0.042694,20.256117
24.728573,8.454272,0.009002,1.118205,15.065576,23.848916,0.213681,0.086271,0.076908,1.006659,10.179259,1.097387,0.036529,45.475694
19.754605,8.000051,0.007071,6.805701,1.051370,15.341295,0.432404,0.052709,0.093642,17.941230,8.057900,0.765323,0.004633,39.733584
10.993281,6.614497,0.006296,7.292920,7.692282,18.781819,0.128216,0.077900,0.060734,17.266232,3.248373,4.930778,0.035538,48.315455
7.067493,6.915223,0.005490,0.980137,4.017508,2.146832,0.277680,0.009509,0.036158,14.049917,6.901021,0.522597,0.045460,15.756942
7.037242,6.551476,0.005763,0.112191,18.511297,6.177136,0.075091,0.066996,0.007529,19.137542,13.684127,1.307588,0.005638,41.734107
27.442999,7.303934,0.005437,1.485209,10.790526,26.789567,0.315700,0.078092,0.074559,8.026445,10.037043,2.189716,0.042662,50.078749
10.903885,6.792968,0.002712,4.454128,2.513932,13.412657,0.365837,0.025259,0.072291,1.507638,5.236524,0.141963,0.035556,22.171320
13.044612,7.730825,0.007415,0.943681,14.773438,2.618333,0.266976,0.083641,0.001225,18.560925,9.056028,1.933994,0.022959,32.823615
15.005990,7.798437,0.001730,9.390107,16.723075,18.021414,0.232024,0.091294,0.091617,4.061512,9.413362,0.487272,0.001098,54.089848
12.727106,8.042287,0.002634,3.147203,11.360630,4.221332,0.347904,0.087421,0.043072,17.416484,6.061154,2.290566,0.048525,31.965627
27.641499,6.505927,0.003900,4.521007,11.848114,23.184691,0.453486,0.027360,0.052832,19.843143,3.339723,0.668028,0.048719,57.717034
22.608419,7.189592,0.005238,7.972625,19.368291,0.809327,0.220675,0.074487,0.029431,16.249920,9.605999,2.832075,0.033962,44.100525
12.919262,8.256374,0.003284,0.259165,10.630407,6.462660,0.216366,0.003286,0.089208,5.991157,12.246746,1.490255,0.028356,23.256503
9.188359,8.280692,0.008193,7.966185,19.701400,24.908688,0.105448,0.066169,0.054354,0.439886,4.941758,4.140268,0.040270,57.948928
28.580837,7.751872,0.005390,1.561022,18.490847,14.177653,0.056476,0.012862,0.062832,11.703064,10.624906,1.437844,0.041095,46.513844
12.279083,8.347975,0.000901,4.173846,10.889790,26.322221,0.199366,0.087990,0.081485,17.469462,8.791557,1.813373,0.042470,58.972959
21.501498,8.772648,0.005908,6.977161,3.038482,3.385617,0.173485,0.001406,0.051349,13.928778,5.117236,4.984408,0.002865,22.857852
13.841061,8.179088,0.006719,0.142802,18.933657,6.070649,0.383769,0.069166,0.028407,5.388760,11.672392,1.714563,0.031638,32.437943
18.797902,7.087567,0.005887,5.012779,16.742369,49.527041,0.243211,0.002356,0.013613,1.053036,1.863916,4.815832,0.044565,78.897889
23.357861,7.147685,0.009609,4.389429,17.971945,11.320857,0.487837,0.075274,0.078574,9.498531,5.142946,2.732295,0.024723,43.922538
22.483566,6.779232,0.001163,6.044938,13.201332,37.679340,0.035928,0.058145,0.043389,4.288567,13.845524,0.639938,0.011306,69.458587
22.634428,8.808063,0.005502,4.125956,0.528143,47.531126,0.050790,0.078568,0.071124,10.766439,1.609731,4.439454,0.048640,63.503640
11.026967,8.396118,0.000406,8.678902,3.549951,16.359437,0.387504,0.074874,0.029668,3.691512,11.285448,0.184067,0.048703,36.902288
5.781593,6.585245,0.001726,5.103088,5.011542,44.502332,0.479696,0.086939,0.017267,18.470112,8.964904,3.404289,0.030758,76.523165
25.781445,8.972238,0.007139,2.344275,13.011947,1.046992,0.345396,0.005688,0.064274,14.747354,6.184039,4.035560,0.010816,27.091500
19.568690,8.804799,0.005894,4.300349,12.187392,42.419894,0.401146,0.043013,0.045525,2.760160,5.893552,2.589488,0.024744,68.029343
13.708424,7.017031,0.009775,9.373504,13.255962,33.435611,0.077319,0.085459,0.099740,7.758066,6.531639,0.608750,0.039606,68.815559
7.212057,6.840840,0.004143,2.281917,13.421383,14.672733,0.055658,0.039554,0.052506,19.660476,9.719572,3.466484,0.035284,47.003390
25.803827,7.175028,0.002670,3.747771,14.809126,23.339197,0.407387,0.008926,0.050499,10.644455,13.257712,0.365822,0.039786,57.752336
11.631673,8.549337,0.008400,7.699242,17.293473,35.334944,0.107089,0.032312,0.088088,10.009884,3.588350,1.744884,0.036530,73.940699
28.115741,8.509039,0.000980,2.049773,13.826101,44.021435,0.408002,0.060674,0.007964,16.177859,1.872132,4.036601,0.041016,77.352056
14.928024,8.920111,0.006594,8.108531,7.026171,38.000201,0.032762,0.032522,0.098719,0.627355,5.648961,4.268669,0.035442,58.848318
29.920326,7.533991,0.009406,8.101176,3.577962,14.064537,0.275303,0.016334,0.077212,9.463612,13.360495,3.738425,0.004585,38.444334
5.443139,8.422795,0.009144,3.903634,2.586774,45.502778,0.165396,0.041694,0.039280,13.003003,5.935352,0.999391,0.030518,66.484350
17.489406,7.674190,0.004644,8.968799,2.611782,36.951923,0.017947,0.095596,0.059161,6.581459,10.264741,1.324687,0.031665,60.587850
18.398122,7.817952,0.008653,1.574533,4.960763,0.455786,0.499486,0.098073,0.079156,11.827152,12.881520,1.708630,0.028999,17.713328
12.715142,7.194152,0.001142,3.116067,8.079681,21.732172,0.168629,0.076554,0.021643,5.633067,8.547439,1.530562,0.047739,39.923350
28.173105,7.696391,0.002454,1.896466,6.691521,27.816358,0.265108,0.043112,0.011495,19.472798,1.266121,4.182229,0.029633,51.630075
8.398170,8.615170,0.003851,0.607756,3.124139,46.083355,0.029437,0.062736,0.054697,8.713663,4.482369,1.361802,0.034316,58.965523
23.669720,6.978697,0.000504,8.742771,7.657688,38.624343,0.331487,0.002143,0.093971,10.849910,4.705588,1.066218,0.001042,69.689805
23.812198,7.083489,0.007002,4.091467,11.060564,11.924244,0.184423,0.060938,0.073742,8.601410,11.243924,3.089209,0.000680,37.153779
22.081520,8.071119,0.001720,6.903136,6.156926,29.233680,0.165306,0.033709,0.073833,2.936569,0.315897,3.517933,0.016879,46.876638
5.222975,8.981852,0.008452,2.792247,17.670405,33.466042,0.277106,0.079397,0.034772,9.299869,9.229675,2.365571,0.032884,67.528778
11.268928,7.915228,0.002895,2.601271,3.865444,22.779460,0.113751,0.020664,0.028070,3.148208,0.667389,3.659715,0.004815,30.409391
25.158048,8.997026,0.005435,5.928133,4.992616,44.482802,0.261468,0.090879,0.047056,1.636896,11.339436,0.820694,0.013766,65.413113
29.967437,7.989930,0.004189,8.498032,13.401801,0.144200,0.216741,0.089191,0.016841,19.783653,2.803653,3.447242,0.012833,37.130803
15.149367,7.120393,0.002642,2.031956,0.216337,44.543365,0.253900,0.073906,0.075095,10.964760,9.190973,1.869657,0.036168,60.526730
13.631762,8.988681,0.008766,5.528809,14.896382,35.794066,0.016615,0.063679,0.084939,10.170283,3.269395,4.100859,0.028077,68.347811
21.921463,8.662913,0.002948,2.749478,11.890715,8.979171,0.271607,0.016061,0.020202,19.559755,0.246972,2.068248,0.030300,37.023779
24.412654,8.023946,0.001580,5.210468,9.748941,23.139690,0.456065,0.056813,0.009910,0.243688,13.298473,0.346490,0.000729,45.353577
22.610697,7.161237,0.007300,4.254338,10.271799,30.928312,0.255094,0.034089,0.055374,13.736146,9.341025,1.139714,0.046196,61.826080
9.369912,7.129356,0.006517,1.686644,2.990043,42.623184,0.025794,0.080778,0.069751,16.032433,7.561867,3.443024,0.015150,62.734850
10.326114,8.077094,0.001043,2.512888,8.062135,24.704883,0.009969,0.012411,0.059974,11.865912,10.185407,3.610317,0.020093,47.079020
20.196611,8.564990,0.009840,9.383857,11.519646,37.862823,0.030553,0.001670,0.021543,19.214404,4.518932,1.992495,0.035852,78.938566
9.932597,6.788608,0.002389,0.575736,10.911161,19.778151,0.488470,0.005286,0.023161,9.207654,11.688242,2.126169,0.030524,42.642896
22.108199,8.343608,0.009133,7.798002,18.888260,33.958705,0.224045,0.043712,0.007297,2.510423,4.656219,1.895474,0.041289,69.324824
10.774153,8.256886,0.003652,3.713759,10.559663,36.624831,0.160709,0.013513,0.047581,4.150156,9.249228,4.289693,0.042931,60.353083
20.509419,8.392228,0.007061,1.678656,12.845674,10.281495,0.042548,0.054710,0.095078,15.744086,2.731946,4.151520,0.047666,35.128745
11.018940,6.528998,0.000700,0.904186,18.100385,9.002683,0.240162,0.044988,0.046091,16.058813,1.172689,1.462218,0.040344,38.998909
9.782113,8.696060,0.007621,7.459329,8.452050,13.165912,0.457721,0.024145,0.015100,12.214534,8.084480,3.757470,0.033726,42.438142
23.740002,7.111797,0.004045,0.057500,19.452009,19.667103,0.125340,0.035438,0.095542,13.045850,6.690384,2.149769,0.040720,51.015357
25.622425,8.281860,0.003561,8.399891,18.728195,27.959172,0.247745,0.057871,0.098453,16.885432,9.273130,3.245565,0.003529,75.814872
16.482628,8.597552,0.009609,5.104080,3.508627,8.957996,0.462176,0.010232,0.050462,17.079673,2.657473,2.505304,0.007043,30.034547
21.576048,8.976534,0.004281,2.940156,6.935377,42.223841,0.329131,0.017990,0.000792,9.679422,2.392098,1.057032,0.023933,63.596722
17.532490,8.330305,0.007027,5.496511,0.212482,48.360700,0.123616,0.073182,0.002259,16.380475,12.856165,4.624971,0.044658,74.684722
22.261590,6.734880,0.004233,2.660329,4.153864,44.791151,0.047046,0.032465,0.061034,14.723610,6.731824,4.710907,0.033321,67.244937
26.774798,7.469702,0.009458,9.393320,5.085761,35.039140,0.036246,0.003441,0.079579,19.048420,13.196765,0.280647,0.019878,72.436478
28.521587,7.226309,0.009157,0.641492,17.991484,23.916548,0.140812,0.017152,0.073898,0.761453,0.074600,1.983834,0.035511,44.125979
24.482454,7.647387,0.001299,4.736424,19.171071,14.137309,0.324879,0.026086,0.046862,13.430407,10.723060,1.951366,0.017189,53.966566
22.413529,6.795709,0.009193,5.507949,4.071004,14.770539,0.151472,0.051129,0.025368,6.205890,0.134572,3.538173,0.046056,28.580621
11.597421,7.976081,0.007428,9.541518,1.275615,1.360207,0.012596,0.072347,0.055575,10.986126,8.410005,3.541219,0.028134,20.845474
18.272863,7.948096,0.000734,9.407884,16.359915,36.521595,0.012259,0.061764,0.032968,4.960919,6.361631,1.122999,0.041250,73.460288
24.103351,6.715055,0.004884,2.269014,19.638442,41.769001,0.197613,0.050105,0.073976,3.812671,10.496592,2.511130,0.005254,74.963435
25.603081,7.563920,0.006118,4.258784,19.291898,34.034383,0.267266,0.052676,0.031562,5.327848,11.719741,3.398617,0.038374,70.528227
13.843033,7.560981,0.008100,2.458583,5.348223,19.395743,0.403633,0.082596,0.035804,16.275523,9.089483,4.575177,0.044401,42.626416
24.508386,8.455862,0.006303,4.805171,14.552746,0.707352,0.385691,0.020042,0.063001,3.434401,1.787022,4.640351,0.034729,22.035326
23.605707,6.653810,0.008177,3.413162,18.823890,47.534054,0.442876,0.086123,0.035350,5.840024,13.931766,4.692714,0.008066,86.556078
24.077480,6.530040,0.006675,3.973754,3.244400,21.506174,0.047683,0.020526,0.079312,5.284520,10.373678,4.834594,0.032282,35.607392
16.890634,8.708919,0.003483,1.956719,8.386797,30.320155,0.308329,0.020904,0.031928,18.070817,5.988117,2.755597,0.038735,57.307833
12.146937,8.979218,0.000454,7.661186,10.380861,24.501872,0.370502,0.039300,0.048896,7.099526,9.008917,2.616610,0.040079,54.281665
25.886674,8.165128,0.006880,3.890206,13.783192,15.933186,0.094674,0.047196,0.069040,11.822488,3.944746,3.701161,0.043406,43.689572
25.138440,8.518159,0.007159,6.468040,13.403580,28.220390,0.434054,0.072970,0.033578,3.031912,1.522717,2.960053,0.007520,54.668315
12.322168,8.920294,0.002529,6.619513,15.793742,19.446384,0.314385,0.057396,0.038157,1.457173,4.733253,1.793523,0.024518,47.052366
10.107514,8.345107,0.007294,8.233293,2.541840,27.789923,0.481774,0.070044,0.043060,8.624087,3.965797,0.790302,0.047093,49.249860
8.018848,6.727956,0.006687,3.829076,19.904712,40.376164,0.046452,0.058039,0.063084,4.216766,13.094617,0.954021,0.026135,76.831301
29.995876,8.082897,0.006309,9.423271,7.391545,1.630792,0.455176,0.027229,0.042019,18.428084,7.000101,0.732118,0.008507,34.615433
24.173179,7.748606,0.001362,6.511632,4.442498,3.395504,0.009845,0.074572,0.077538,7.289401,12.049304,2.210938,0.002440,21.474192
23.682902,8.709814,0.002593,3.841861,12.761311,39.616031,0.137905,0.016932,0.092524,5.672957,2.121129,1.565035,0.021515,64.620789
7.645029,7.038083,0.003486,4.443814,6.992478,8.542943,0.101241,0.099728,0.036645,6.612321,1.623300,0.561081,0.013845,23.258215
26.396294,8.744091,0.005354,7.277604,13.144086,28.508023,0.239421,0.001180,0.036970,2.914280,9.018081,0.156407,0.028575,58.110593
15.578765,8.280836,0.001361,3.645805,1.364694,13.146474,0.493787,0.008630,0.068446,9.263680,12.250884,3.505512,0.045283,29.068865
18.871783,8.181024,0.003634,2.927825,15.514009,8.589839,0.276783,0.075337,0.025001,6.573505,1.832776,1.618605,0.049903,31.679469
14.466047,7.449177,0.001840,1.948745,1.893202,39.217184,0.370862,0.025390,0.026329,19.364708,7.278485,2.230011,0.015737,61.776183
6.075486,7.265525,0.009770,4.721440,0.956274,43.743609,0.334903,0.015225,0.011983,8.841323,5.496360,4.646554,0.026931,60.965500
29.974236,7.332263,0.007891,0.736619,7.660364,4.065516,0.469907,0.060767,0.069485,14.181455,1.698605,1.810791,0.029190,20.686563
23.432204,8.489527,0.007606,3.346184,1.153640,5.423417,0.203749,0.069383,0.053123,2.767472,2.795733,4.287674,0.009081,8.858459
21.308187,6.866195,0.000474,2.978506,19.076801,34.987040,0.102216,0.028198,0.022345,16.151905,2.785261,2.587863,0.034753,72.990151
8.665364,8.989020,0.003350,0.409601,9.421251,45.381438,0.375772,0.016586,0.057205,0.653283,11.903380,2.706737,0.032955,63.740948
23.260460,7.395580,0.000414,3.082712,18.284218,45.797146,0.119229,0.060529,0.001842,1.072529,8.841651,1.793565,0.034488,75.980107
15.538847,8.688969,0.007572,5.044112,14.656114,31.548522,0.210129,0.038443,0.078623,12.725525,12.376673,1.212795,0.032916,69.002108
19.537108,6.932815,0.008814,1.014564,7.149899,2.356219,0.033856,0.083182,0.049331,10.716254,10.901739,3.291200,0.018345,17.696635
14.168192,7.471754,0.002535,5.816218,6.499338,28.978920,0.302063,0.086569,0.023917,15.720015,11.696139,2.401726,0.008260,59.616351
28.916518,8.665131,0.007768,8.922348,7.122715,27.372473,0.264424,0.015938,0.083408,13.343849,13.304801,4.261541,0.006849,61.726141
18.562577,7.003008,0.009441,8.299708,9.037875,4.206480,0.244295,0.009282,0.030636,9.766124,8.770878,3.189660,0.012272,31.663874
24.734042,8.226723,0.000832,9.475895,8.212415,26.041516,0.235509,0.066205,0.078531,18.520198,12.342386,2.605586,0.040364,65.736061
7.678150,8.501998,0.005403,0.570227,14.312394,36.474798,0.183991,0.087419,0.054473,4.973608,8.202734,3.024456,0.029668,60.183159
25.154673,6.745635,0.009497,9.960387,13.711912,12.521947,0.143114,0.018611,0.018651,17.686753,1.053460,0.745483,0.013756,51.498468
11.556769,7.498841,0.008969,7.999983,17.994995,29.543623,0.226904,0.044666,0.069084,8.064553,11.711417,1.179778,0.029633,71.133701
16.532939,8.826092,0.004969,9.691054,7.144996,41.968614,0.230742,0.011371,0.057513,10.701234,11.769564,3.595947,0.039114,77.286236
8.532138,6.989580,0.005639,9.337988,16.402291,42.331822,0.333795,0.050620,0.023957,1.441157,12.172232,1.820586,0.044352,81.206458
15.615667,6.537921,0.003485,4.399215,11.399757,34.821546,0.231791,0.077491,0.099412,7.190532,10.831262,1.465174,0.014100,63.152095
22.735040,7.217532,0.003067,6.742530,2.801923,8.648695,0.326783,0.022147,0.067168,15.989522,10.838542,0.938721,0.041445,33.137549
27.824822,8.918149,0.008540,5.119005,12.243859,18.329632,0.333220,0.017006,0.010794,0.326616,13.158960,2.224593,0.008966,42.068965
28.623346,7.438308,0.007899,6.705965,13.367640,29.006386,0.064431,0.044442,0.035929,17.735915,0.831578,4.059037,0.030073,65.622469
